g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
11,4,19,1,3,1,4,3,4,1,3,3
11,3,19,1,2,1,4,5,2,2,2,4
11,12,17,1,2,0,4,3,4,2,3,4
0,0,16,2,1,1,4,4,4,2,4,5
14,4,18,1,2,0,3,2,4,1,4,2
11,2,15,1,3,0,4,2,2,1,1,5
10,8,15,2,3,2,4,2,1,2,3,3
12,2,15,1,1,0,3,2,2,1,3,3
11,6,16,1,2,0,2,4,4,2,3,4
12,6,17,2,2,0,4,4,4,2,3,5
0,0,15,1,3,0,4,3,3,1,1,5
14,2,16,1,1,0,5,3,2,2,2,5
8,16,22,1,1,3,5,4,5,5,5,1
10,2,17,2,2,0,4,4,3,1,1,3
11,0,16,1,4,0,5,2,3,1,3,3
16,9,18,1,3,0,5,3,2,1,2,4
13,2,16,2,2,0,4,2,2,1,2,5
0,0,15,2,3,2,4,2,2,2,2,5
6,4,17,1,2,0,4,3,4,1,4,4
9,0,17,1,2,0,5,3,3,1,1,3
0,0,17,1,1,3,5,4,5,1,2,5
0,0,17,1,3,1,4,3,4,1,1,5
8,8,19,3,2,3,5,4,4,3,3,2
13,8,15,1,1,0,4,3,1,1,1,2
0,0,16,1,2,3,4,3,5,1,1,3
0,0,19,1,1,3,4,5,4,1,1,4
8,0,18,1,2,0,4,3,4,1,1,1
0,0,18,1,1,2,3,3,3,1,2,4
17,2,16,1,2,0,2,3,1,1,1,3
9,2,15,1,2,0,4,3,2,1,1,5
9,11,20,1,2,2,5,5,4,4,5,4
9,75,18,2,2,0,4,1,1,1,1,5
11,0,15,1,2,0,5,3,2,1,1,1
15,0,18,1,2,0,4,1,3,1,2,1
0,0,18,2,2,1,1,1,1,1,1,5
13,6,15,1,1,0,5,3,4,4,4,1
16,0,18,2,3,0,5,3,2,1,1,4
8,0,16,2,1,0,3,3,2,1,3,3
0,0,16,1,2,0,5,1,5,1,1,4
7,5,16,1,2,3,2,3,3,2,2,4
11,16,16,1,2,0,4,4,5,5,5,5
8,10,18,2,2,0,4,4,5,1,2,2
9,12,17,1,2,0,4,2,2,1,1,3
18,6,17,2,4,0,3,1,2,1,1,3
0,0,17,2,1,2,3,3,2,2,2,5
14,2,15,1,2,0,4,3,3,2,2,5
10,0,17,1,3,0,4,3,4,2,5,5
10,8,16,1,1,0,4,3,2,3,4,5
10,2,15,1,2,0,4,3,2,2,3,4
18,2,16,1,3,0,5,3,3,1,1,5
12,14,17,2,2,0,2,5,5,1,4,5
15,2,15,1,3,0,3,2,2,1,1,5
15,0,17,1,3,0,4,4,3,1,3,4
11,0,16,1,2,0,4,4,4,1,1,3
11,4,17,2,2,0,4,5,5,1,3,2
10,8,17,4,1,0,4,4,5,5,5,4
10,2,15,2,4,1,3,1,2,1,1,1
0,0,18,2,2,0,5,3,3,1,2,1
12,1,18,1,3,0,5,3,2,1,1,3
14,6,15,1,4,0,4,3,4,1,1,4
9,10,16,1,1,0,4,3,3,3,4,3
10,8,16,1,2,0,5,3,4,1,1,2
10,8,18,2,1,0,4,2,3,1,2,1
13,20,19,1,2,1,4,4,4,1,1,3
10,2,18,2,3,0,5,3,3,1,3,4
15,4,15,1,2,0,3,2,2,1,1,5
11,11,18,1,2,0,4,3,2,1,4,5
15,1,17,1,3,0,3,4,3,2,3,5
10,6,16,2,1,0,4,3,2,1,4,5
16,0,16,1,2,0,4,2,3,1,1,3
14,6,18,1,3,0,4,2,4,1,3,2
8,2,18,1,4,0,4,5,5,2,4,5
14,6,16,1,1,0,5,3,4,1,2,1
14,8,18,2,3,0,5,4,2,1,1,4
11,2,15,1,3,0,4,3,2,1,1,5
14,0,16,2,1,0,5,3,3,1,1,3
10,4,16,1,1,0,3,1,3,1,3,5
15,4,20,2,3,2,5,4,3,1,1,3
11,2,17,1,2,0,4,3,3,1,2,4
13,23,17,1,2,0,5,2,2,1,2,5
15,4,15,2,2,0,5,3,3,1,3,4
