g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
15,0,15,1,2,0,5,5,1,1,1,5
11,10,15,1,4,0,4,3,3,1,1,4
12,0,15,1,2,0,5,4,2,3,4,5
8,15,18,1,2,1,2,4,4,1,1,4
0,0,17,1,3,1,4,3,4,1,1,5
10,17,17,1,2,0,4,5,4,2,3,1
0,0,17,1,2,0,4,3,2,2,3,2
15,0,17,1,3,0,4,2,2,1,2,3
5,8,18,1,2,1,4,3,3,1,3,5
11,40,19,1,3,1,4,1,2,1,1,3
9,4,17,2,2,0,4,4,4,4,4,4
13,10,16,1,2,0,4,3,3,1,1,2
14,4,18,1,2,0,3,2,4,1,4,2
13,12,19,1,3,1,5,4,3,1,2,5
13,6,15,4,4,0,1,3,5,3,5,1
10,2,18,4,3,0,4,3,2,1,2,4
13,20,19,1,2,1,4,4,4,1,1,3
13,10,16,1,2,0,1,3,2,1,1,1
16,2,16,1,2,0,4,3,5,1,5,2
0,0,18,1,2,0,5,3,4,1,1,4
6,8,15,1,2,0,5,2,2,1,1,5
11,4,16,1,2,0,5,3,3,1,1,5
10,4,16,1,2,0,4,3,2,1,2,5
13,13,17,1,2,0,5,3,5,4,5,3
9,6,17,1,2,0,3,3,3,1,3,3
11,2,15,2,2,0,5,4,3,1,2,3
16,3,17,2,1,0,2,4,5,3,4,2
10,6,18,3,1,3,5,2,5,1,5,4
9,9,18,1,3,0,4,3,4,1,1,5
16,0,16,1,2,0,4,2,3,1,1,3
0,0,17,1,2,1,3,3,1,1,2,4
10,10,16,2,3,0,5,3,3,1,3,2
11,6,16,4,1,0,5,5,5,5,5,5
16,12,15,2,4,0,4,4,2,2,3,3
13,4,17,2,1,0,5,2,2,1,1,2
10,4,17,1,2,0,3,1,3,1,5,3
11,4,19,1,3,1,4,3,4,1,3,3
15,0,17,1,2,0,4,3,2,1,1,5
10,8,18,2,1,0,4,2,3,1,2,1
8,56,17,1,2,0,5,3,3,2,3,1
10,2,17,1,1,0,5,3,3,1,4,2
12,4,16,1,2,1,4,5,5,4,4,5
12,14,17,2,2,0,2,5,5,1,4,5
13,6,16,1,2,1,3,1,2,1,1,5
14,6,18,1,3,0,4,2,4,1,3,2
12,1,18,1,3,0,5,3,2,1,1,3
18,24,17,2,1,1,4,2,4,2,3,2
