g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
13,13,17,1,2,0,5,3,5,4,5,3
0,0,17,3,2,0,5,4,5,2,4,5
9,11,20,1,2,2,5,5,4,4,5,4
10,2,17,1,2,0,5,4,4,3,4,5
10,2,17,1,1,0,5,3,3,1,4,2
12,4,16,1,2,1,4,5,5,4,4,5
0,0,19,1,3,1,5,4,2,1,2,5
0,0,16,1,2,0,5,1,5,1,1,4
6,18,17,1,1,0,5,3,2,1,2,3
14,4,16,1,1,0,4,4,4,1,2,2
9,14,16,2,2,1,4,3,3,2,2,5
15,0,17,1,2,0,4,3,2,1,1,5
10,6,18,3,1,3,5,2,5,1,5,4
8,12,17,2,2,0,4,4,4,4,5,5
9,12,17,1,2,0,4,2,2,1,1,3
11,2,17,2,2,0,1,2,3,1,2,5
15,10,16,1,2,0,5,4,2,1,2,5
11,54,16,1,2,0,4,3,3,2,4,5
8,10,16,1,2,0,3,4,3,2,3,3
13,18,16,1,1,0,3,4,4,1,4,5
9,7,17,1,3,0,5,4,4,1,3,4
18,24,17,2,1,1,4,2,4,2,3,2
12,0,17,1,1,0,4,4,2,2,4,5
10,4,17,1,3,0,4,3,3,1,1,4
6,4,16,1,2,0,3,3,3,2,3,2
12,0,17,2,2,0,3,2,2,1,2,3
4,22,17,1,2,2,3,4,5,2,4,1
11,2,15,1,3,0,4,3,2,1,1,5
11,2,15,1,3,0,4,2,2,1,1,5
9,4,19,2,2,2,3,2,2,1,1,3
15,1,17,1,3,0,3,4,3,2,3,5
10,8,17,4,1,0,4,4,5,5,5,4
0,0,16,1,1,0,3,3,2,2,1,5
8,15,18,1,2,1,2,4,4,1,1,4
11,3,18,1,3,0,4,3,3,2,2,3
10,4,18,2,2,0,5,4,4,1,1,4
12,14,17,2,2,0,2,5,5,1,4,5
10,10,15,1,2,3,4,3,2,2,3,3
10,2,16,1,2,0,4,3,5,1,1,5
10,2,17,2,2,0,4,4,3,1,1,3
6,4,17,1,2,0,5,3,3,1,1,3
11,14,18,1,2,0,4,2,4,1,1,4
11,2,15,1,2,0,4,3,2,1,1,5
8,4,19,3,1,1,4,4,4,3,3,5
13,8,15,1,1,0,4,3,1,1,1,2
15,10,17,1,2,0,5,3,4,1,3,3
10,2,15,1,2,0,4,3,2,2,3,4
18,0,17,1,4,0,5,2,2,1,2,5
11,2,18,2,2,0,4,4,3,1,1,3
10,0,17,1,3,0,4,3,4,2,5,5
16,2,16,1,2,0,4,2,3,1,1,5
