g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
6,10,15,1,2,0,4,4,4,1,1,5
15,0,16,1,1,0,4,3,2,2,4,5
6,26,15,2,2,0,4,3,5,1,1,2
10,4,17,1,2,0,4,3,3,2,3,2
11,4,17,2,2,0,4,5,2,1,1,1
0,0,19,1,2,1,4,2,4,2,2,3
10,2,18,4,3,0,4,3,2,1,2,4
14,4,18,1,2,0,3,2,4,1,4,2
10,4,16,1,2,0,4,3,5,2,4,4
10,10,15,1,2,3,4,3,2,2,3,3
11,2,17,1,2,0,4,3,3,1,2,4
9,14,18,4,2,0,4,3,2,4,5,3
14,8,18,1,2,0,5,2,4,1,2,4
16,0,16,1,2,0,4,2,3,1,1,3
14,6,16,1,1,0,5,3,4,1,2,1
9,8,15,1,2,0,5,4,2,1,1,5
10,2,17,1,1,0,5,3,3,1,4,2
11,2,15,1,3,0,4,2,2,1,1,5
11,4,17,1,1,0,4,4,3,1,3,5
10,6,16,3,2,0,5,3,3,1,3,2
14,4,15,1,3,0,5,3,3,1,3,1
11,8,18,2,2,0,4,3,4,2,2,4
8,4,19,3,1,1,4,4,4,3,3,5
9,0,17,1,2,0,5,3,3,1,1,3
9,0,15,1,2,0,3,3,3,1,2,2
13,8,17,1,1,0,2,2,2,3,3,5
9,10,16,1,1,0,4,3,3,3,4,3
0,0,18,2,2,0,4,3,5,1,2,3
11,0,15,1,1,0,3,3,4,2,3,5
10,0,16,1,2,0,4,5,2,1,2,3
14,2,17,1,2,0,3,5,2,2,2,1
12,0,15,1,2,0,5,4,2,3,4,5
12,12,17,1,1,0,3,4,4,1,3,5
15,2,15,1,2,0,3,2,3,1,2,1
10,0,18,3,1,0,4,4,1,3,4,5
6,7,18,3,1,0,4,4,3,2,2,5
12,0,19,1,2,1,4,5,3,1,2,5
0,0,17,1,2,0,4,3,2,2,3,2
11,2,15,2,2,0,5,4,3,1,2,3
11,2,15,1,2,0,4,3,2,1,1,5
9,28,17,1,3,1,4,4,3,3,4,5
10,6,18,3,1,3,5,2,5,1,5,4
9,9,18,1,3,0,4,3,4,1,1,5
6,2,17,2,2,0,4,2,5,1,2,5
14,0,16,1,3,0,5,3,2,1,1,5
7,3,21,1,1,3,5,5,3,3,3,3
14,4,17,2,3,0,4,3,3,1,2,4
10,17,17,1,2,0,4,5,4,2,3,1
8,56,17,1,2,0,5,3,3,2,3,1
11,14,18,1,2,0,4,2,4,1,1,4
14,4,16,1,1,0,4,4,4,1,2,2
10,2,17,2,2,0,4,4,3,1,1,3
10,12,16,2,2,1,4,4,2,1,1,3
18,0,20,1,1,0,5,5,3,1,1,5
9,2,15,1,2,0,4,3,2,1,1,5
11,10,18,3,2,0,3,2,2,4,2,5
6,4,17,1,2,0,5,3,3,1,1,3
11,54,16,1,2,0,4,3,3,2,4,5
5,8,18,1,2,1,4,3,3,1,3,5
5,16,17,1,1,3,5,5,5,2,4,5
17,0,16,1,3,0,4,4,3,1,1,4
15,7,16,2,3,0,2,4,3,1,1,5
10,6,16,1,2,0,4,4,3,1,3,4
8,2,15,2,2,0,4,1,3,1,3,4
8,7,18,1,1,1,4,3,3,2,3,3
18,2,15,1,2,0,4,3,3,1,1,5
15,2,17,2,2,0,4,4,4,1,3,1
0,0,17,2,1,2,3,3,2,2,2,5
10,2,15,2,4,1,3,1,2,1,1,1
10,12,17,1,1,0,5,2,1,1,2,3
13,2,16,1,2,0,4,2,4,2,4,1
0,0,18,1,1,3,2,3,5,2,5,4
12,1,18,2,4,0,5,2,2,1,1,3
18,24,17,2,1,1,4,2,4,2,3,2
19,6,15,1,1,0,5,5,3,1,1,4
13,10,16,1,2,0,1,3,2,1,1,1
13,6,15,1,1,0,5,3,4,4,4,1
15,0,17,1,3,0,4,2,2,1,2,3
14,0,16,1,2,0,4,4,2,1,1,3
8,0,16,2,1,0,3,3,2,1,3,3
15,0,15,2,1,0,4,3,2,1,1,5
14,0,16,1,2,0,3,3,4,1,1,4
6,4,16,1,2,0,3,3,3,2,3,2
14,0,18,1,4,0,4,3,3,1,1,3
13,14,19,1,3,2,4,1,2,1,1,3
0,0,15,4,2,0,5,3,3,1,1,5
11,12,16,1,2,0,2,3,5,1,4,3
7,2,15,1,2,1,4,4,4,1,1,3
0,0,19,2,2,0,2,3,4,2,3,2
13,10,16,1,2,0,4,3,3,1,1,2
11,2,17,3,2,0,2,1,1,1,1,3
15,16,17,1,3,0,4,4,5,1,3,5
8,0,18,1,2,0,4,3,4,1,1,1
12,8,15,1,1,0,5,4,3,2,4,5
0,0,15,1,2,3,3,3,2,1,1,3
5,12,16,1,2,0,2,4,3,1,2,3
15,6,15,1,4,0,5,5,4,1,2,5
7,0,17,4,2,3,5,3,5,1,5,5
0,0,18,1,1,2,3,3,3,1,2,4
10,8,18,2,1,0,4,2,3,1,2,1
10,0,18,2,1,0,5,2,3,1,2,4
9,12,17,1,2,0,4,2,2,1,1,3
11,25,16,2,2,1,3,3,3,1,2,3
0,0,16,2,1,2,4,3,2,1,1,5
16,9,18,1,3,0,5,3,2,1,2,4
16,3,17,1,1,0,4,3,5,3,5,5
11,10,15,1,4,0,4,3,3,1,1,4
12,0,17,1,1,0,4,4,2,2,4,5
8,15,18,1,2,1,4,4,4,2,4,5
